,element,fixture,opponent_team,total_points,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,position,was_home,was_home_True,opponent_difficulty,form
5404,394,146,4,2,2022-11-05T15:00:00Z,2,2,15,90,0,0,0,2,0,0,0,0,0,0,0,6,9.2,12.2,40.0,6.1,1,0.37,0.06,0.43,1.46,56,-3774,92840,3885,7659,Forward,1,1,2,1.2
5405,397,146,4,1,2022-11-05T15:00:00Z,2,2,15,11,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,4.0,0.2,0,0.25,0.00,0.25,0.07,57,21425,88252,27448,6023,Forward,1,1,2,2.6
5406,398,146,4,0,2022-11-05T15:00:00Z,2,2,15,90,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,1.46,47,42688,1372448,72036,29348,Goalkeeper,1,1,2,5.4
5407,493,146,4,13,2022-11-05T15:00:00Z,2,2,15,90,1,1,0,2,0,0,0,0,0,0,3,39,44.2,42.1,81.0,16.7,1,0.51,0.28,0.79,1.46,55,-139,27945,3024,3163,Midfielder,1,1,2,2.8
5411,527,146,4,1,2022-11-05T15:00:00Z,2,2,15,11,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.9,2.0,0.3,0,0.00,0.00,0.00,0.07,54,-7363,165439,1528,8891,Midfielder,1,1,2,1.6
5413,582,146,4,2,2022-11-05T15:00:00Z,2,2,15,78,0,0,0,2,0,0,0,0,0,0,0,11,8.6,12.7,2.0,2.3,1,0.00,0.05,0.05,1.38,49,4,2142,111,107,Midfielder,1,1,2,2.0
5414,583,146,4,2,2022-11-05T15:00:00Z,2,2,15,65,0,0,0,1,0,0,0,0,0,0,0,10,10.6,11.1,2.0,2.4,1,0.00,0.15,0.15,0.99,45,-1197,21922,1035,2232,Midfielder,1,1,2,2.0
5415,585,146,4,5,2022-11-05T15:00:00Z,2,2,15,78,0,1,0,2,0,0,0,0,0,0,0,16,28.0,23.3,23.0,7.4,1,0.23,0.06,0.29,1.38,58,906,13195,2325,1419,Forward,1,1,2,2.0
5417,628,146,4,1,2022-11-05T15:00:00Z,2,2,15,90,0,0,0,2,0,0,0,0,0,0,0,12,19.0,21.3,0.0,4.0,1,0.00,0.06,0.06,1.46,45,3337,8887,4326,989,Defender,1,1,2,2.6
5418,79,155,13,1,2022-11-12T12:30:00Z,1,2,16,28,0,0,0,0,0,0,0,0,0,0,0,4,6.2,0.3,2.0,0.9,0,0.00,0.25,0.25,0.75,53,-137,12873,69,206,Midfielder,0,0,3,0.0
5419,80,155,13,13,2022-11-12T12:30:00Z,1,2,16,90,2,0,0,1,0,0,0,0,0,0,3,46,82.8,16.9,143.0,24.3,1,1.01,0.08,1.09,1.61,74,-10322,1658460,156543,166865,Forward,0,0,3,3.4
5420,81,155,13,3,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,5,0,20,33.0,0.0,0.0,3.3,1,0.00,0.02,0.02,1.61,46,-61217,837925,11272,72489,Goalkeeper,0,0,3,5.4
5421,83,155,13,4,2022-11-12T12:30:00Z,1,2,16,3,0,1,0,0,0,0,0,0,0,0,0,21,20.0,24.5,6.0,5.1,0,0.00,0.55,0.55,0.20,42,-5863,431848,30468,36331,Midfielder,0,0,3,1.4
5422,85,155,13,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,18,21.6,17.8,0.0,3.9,1,0.00,0.17,0.17,1.61,45,-15340,116176,1555,16895,Defender,0,0,3,3.0
5423,86,155,13,2,2022-11-12T12:30:00Z,1,2,16,61,0,0,0,1,0,0,0,0,0,0,0,10,8.4,0.2,0.0,0.9,1,0.00,0.00,0.00,0.86,55,-2281,13498,187,2468,Midfielder,0,0,3,2.0
5425,88,155,13,1,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,1,0,0,0,3,3.4,8.5,4.0,1.6,1,0.01,0.02,0.03,1.61,48,-12047,156554,2169,14216,Midfielder,0,0,3,2.6
5426,89,155,13,1,2022-11-12T12:30:00Z,1,2,16,16,0,0,0,0,0,0,0,0,0,0,0,5,5.6,1.1,0.0,0.7,0,0.00,0.01,0.01,0.32,54,-803,20917,1804,2607,Midfielder,0,0,3,3.8
5427,90,155,13,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,11,15.8,14.6,0.0,3.0,1,0.00,0.02,0.02,1.61,43,-46,6120,236,282,Defender,0,0,3,1.8
5428,92,155,13,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,14,34.6,0.1,6.0,4.1,1,0.00,0.00,0.00,1.61,44,-1684,4909,435,2119,Defender,0,0,3,3.2
5429,93,155,13,2,2022-11-12T12:30:00Z,1,2,16,86,0,0,0,1,0,0,0,0,0,0,0,3,10.4,10.9,21.0,4.2,1,0.16,0.01,0.17,1.41,48,-135,4159,68,203,Midfielder,0,0,3,2.0
5431,95,155,13,1,2022-11-12T12:30:00Z,1,2,16,73,0,0,0,1,0,0,0,1,0,0,0,5,6.0,11.3,29.0,4.6,1,0.11,0.05,0.16,1.29,58,-9291,209060,22382,31673,Forward,0,0,3,3.2
5433,526,155,13,5,2022-11-12T12:30:00Z,1,2,16,90,0,1,0,1,0,0,0,0,0,0,0,18,25.8,0.3,6.0,3.2,1,0.00,0.00,0.00,1.61,46,-34242,510361,24393,58635,Defender,0,0,3,4.8
5435,595,155,13,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,16,54.0,0.8,0.0,5.5,1,0.00,0.00,0.00,1.61,40,-3927,111623,3720,7647,Defender,0,0,3,1.0
5437,300,155,4,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,3,0.0,7.5,22.0,2.7,1,0.44,0.32,0.76,1.29,73,-2229,232632,5640,7869,Midfielder,1,1,5,2.5
5438,301,155,4,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,11,19.0,49.5,33.0,10.2,1,0.10,0.55,0.65,1.29,126,27040,4109121,149266,122226,Midfielder,1,1,5,7.25
5439,302,155,4,1,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,14,12.0,26.6,46.0,8.5,1,0.16,0.05,0.21,1.29,54,11057,170313,15512,4455,Defender,1,1,5,2.25
5442,307,155,4,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,5,0,19,40.8,0.0,0.0,4.1,1,0.00,0.00,0.00,1.29,54,8889,1531055,46440,37551,Goalkeeper,1,1,5,4.5
5444,309,155,4,1,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,17,31.8,28.3,24.0,8.4,1,0.07,0.12,0.19,1.29,58,-1046,42353,3260,4306,Defender,1,1,5,2.0
5445,311,155,4,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,21,16.2,41.8,30.0,8.8,1,0.02,0.14,0.16,1.29,69,-62844,927393,24957,87801,Midfielder,1,1,5,3.75
5447,314,155,4,9,2022-11-12T12:30:00Z,1,2,16,90,1,0,0,2,0,0,0,0,0,0,2,27,45.6,46.0,107.0,19.9,1,0.42,0.19,0.61,1.29,83,-414825,2363185,58952,473777,Midfielder,1,1,5,1.25
5448,315,155,4,2,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,20,18.8,21.7,38.0,7.9,1,0.16,0.21,0.37,1.29,56,-3701,167818,2317,6018,Midfielder,1,1,5,2.25
5450,318,155,4,1,2022-11-12T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,1,0,0,0,7,4.6,33.8,26.0,6.4,1,0.03,0.34,0.37,1.29,122,316913,8992529,334463,17550,Forward,1,1,5,5.0
5451,319,155,4,1,2022-11-12T12:30:00Z,1,2,16,4,0,0,0,1,0,0,0,0,0,0,0,3,4.4,10.8,21.0,3.6,0,0.02,0.06,0.08,0.88,60,-6358,193405,40694,47052,Forward,1,1,5,3.25
5455,610,155,4,5,2022-11-12T12:30:00Z,1,2,16,90,0,1,0,2,0,0,0,0,0,0,1,25,29.2,34.2,7.0,7.0,1,0.02,0.03,0.05,1.29,50,24666,131613,32993,8327,Defender,1,1,5,2.75
5456,79,163,18,6,2022-12-26T12:30:00Z,2,2,17,81,0,1,0,2,0,0,0,0,0,0,1,25,30.8,12.1,22.0,6.5,1,0.04,0.01,0.05,0.81,53,144,13150,561,417,Midfielder,1,1,3,0.0
5457,80,163,18,5,2022-12-26T12:30:00Z,2,2,17,90,1,0,0,2,0,0,0,1,0,0,0,17,34.6,8.6,50.0,9.3,1,0.82,0.02,0.84,1.07,74,808021,2496085,1327532,519511,Forward,1,1,3,0.0
5458,81,163,18,3,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,6,0,22,36.4,0.0,0.0,3.6,1,0.00,0.01,0.01,1.07,46,-113447,730071,152539,265986,Goalkeeper,1,1,3,0.0
5459,83,163,18,1,2022-12-26T12:30:00Z,2,2,17,8,0,0,0,0,0,0,0,0,0,0,0,2,1.4,0.5,0.0,0.2,0,0.00,0.05,0.05,0.26,42,55943,490390,204709,148766,Midfielder,1,1,3,0.0
5460,85,163,18,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,10,10.2,22.7,0.0,3.3,1,0.00,0.15,0.15,1.07,45,-14153,103350,18015,32168,Defender,1,1,3,0.0
5461,86,163,18,8,2022-12-26T12:30:00Z,2,2,17,90,1,0,0,2,0,0,0,0,0,0,1,25,51.0,12.3,37.0,10.0,1,0.89,0.04,0.93,1.07,55,-796,13111,740,1536,Midfielder,1,1,3,0.0
5462,87,163,18,1,2022-12-26T12:30:00Z,2,2,17,23,0,0,0,1,0,0,0,0,0,0,0,3,8.2,0.0,0.0,0.8,0,0.00,0.00,0.00,0.79,48,-34,2599,110,144,Midfielder,1,1,3,0.0
5463,88,163,18,4,2022-12-26T12:30:00Z,2,2,17,66,0,1,0,1,0,0,0,1,0,0,0,12,0.0,9.1,4.0,1.0,1,0.21,0.09,0.30,0.28,48,-20928,136201,6877,27805,Midfielder,1,1,3,0.0
5464,89,163,18,1,2022-12-26T12:30:00Z,2,2,17,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.26,53,-1029,20165,2954,3983,Midfielder,1,1,3,0.0
5465,90,163,18,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,9,4.0,11.5,4.0,2.0,1,0.00,0.10,0.10,1.07,43,86,6322,858,772,Defender,1,1,3,0.0
5466,92,163,18,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,16,28.8,0.5,19.0,4.8,1,0.07,0.01,0.08,1.07,44,301,5449,2204,1903,Defender,1,1,3,0.0
5469,95,163,18,1,2022-12-26T12:30:00Z,2,2,17,81,0,0,0,2,0,0,0,1,0,0,0,-1,3.8,26.8,8.0,3.9,1,0.10,0.07,0.17,0.81,58,-9055,201885,57687,66742,Forward,1,1,3,0.0
5471,526,163,18,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,15,16.6,11.3,6.0,3.4,1,0.00,0.01,0.01,1.07,46,79604,597542,233174,153570,Defender,1,1,3,0.0
5473,595,163,18,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,8,18.4,0.3,17.0,3.6,1,0.04,0.00,0.04,1.07,40,-10910,101597,18707,29617,Defender,1,1,3,0.0
5475,426,163,4,2,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,3,0,15,21.6,0.0,0.0,2.2,1,0.00,0.00,0.00,2.15,39,-20846,416500,26303,47149,Goalkeeper,0,0,3,0.0
5476,427,163,4,7,2022-12-26T12:30:00Z,2,2,17,90,1,0,0,2,0,0,0,0,0,0,1,25,36.4,4.3,52.0,9.3,1,0.39,0.02,0.41,2.15,116,260483,3106845,788060,527577,Forward,0,0,3,0.0
5477,428,163,4,2,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,5,12.4,3.4,21.0,3.7,1,0.10,0.05,0.15,2.15,116,2372,665966,46911,44539,Midfielder,0,0,3,0.0
5478,430,163,4,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,16,16.6,15.3,18.0,5.0,1,0.05,0.02,0.07,2.15,52,-241140,821822,75117,316257,Defender,0,0,3,0.0
5479,433,163,4,10,2022-12-26T12:30:00Z,2,2,17,90,1,0,0,2,0,0,0,0,0,0,3,37,57.4,39.1,35.0,13.2,1,0.29,0.12,0.41,2.15,55,-37000,243738,27729,64729,Midfielder,0,0,3,0.0
5480,435,163,4,1,2022-12-26T12:30:00Z,2,2,17,23,0,0,0,0,0,0,0,0,0,0,0,5,6.8,1.2,7.0,1.5,0,0.02,0.01,0.03,0.20,43,-3000,66359,3370,6370,Defender,0,0,3,0.0
5481,439,163,4,1,2022-12-26T12:30:00Z,2,2,17,66,0,0,0,2,0,0,0,0,0,0,0,9,10.2,1.1,0.0,1.1,1,0.00,0.00,0.00,1.95,39,-20935,301148,14533,35468,Defender,0,0,3,0.0
5484,446,163,4,2,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,14,18.0,28.3,25.0,7.1,1,0.03,0.06,0.09,2.15,80,123677,607246,257133,133456,Midfielder,0,0,3,0.0
5485,448,163,4,1,2022-12-26T12:30:00Z,2,2,17,90,0,0,0,2,0,0,0,0,0,0,0,15,21.0,31.7,6.0,5.9,1,0.00,0.27,0.27,2.15,55,-292602,2203128,263143,555745,Defender,0,0,3,0.0
5488,513,163,4,6,2022-12-26T12:30:00Z,2,2,17,90,0,1,0,2,0,0,0,0,0,0,2,30,51.8,29.9,10.0,9.2,1,0.02,0.24,0.26,2.15,48,-847,35258,3069,3916,Defender,0,0,3,0.0
5489,79,179,19,6,2022-12-30T19:45:00Z,0,2,18,90,0,1,1,0,0,0,0,0,0,0,0,22,26.2,11.5,19.0,5.7,1,0.24,0.02,0.26,1.24,53,1187,14496,1469,282,Midfielder,0,0,3,6.0
5490,80,179,19,12,2022-12-30T19:45:00Z,0,2,18,90,1,1,1,0,0,0,0,0,0,0,3,43,60.6,26.3,56.0,14.3,1,0.73,0.18,0.91,1.21,75,240170,2743492,325610,85440,Forward,0,0,3,5.0
5491,81,179,19,9,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,5,2,32,37.6,0.0,0.0,3.8,1,0.00,0.00,0.00,1.24,46,-2327,729165,17042,19369,Goalkeeper,0,0,3,3.0
5492,83,179,19,8,2022-12-30T19:45:00Z,0,2,18,66,1,0,1,0,0,0,0,0,0,0,0,21,31.6,0.8,17.0,4.9,1,0.37,0.00,0.37,0.84,42,2660,494513,24133,21473,Midfielder,0,0,3,1.0
5493,85,179,19,6,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,0,19,6.0,1.0,0.0,0.7,1,0.00,0.04,0.04,1.24,45,859,104801,4756,3897,Defender,0,0,3,1.0
5494,86,179,19,1,2022-12-30T19:45:00Z,0,2,18,31,0,0,0,0,0,0,0,0,0,0,0,8,6.6,5.3,4.0,1.6,0,0.00,0.03,0.03,0.43,55,1945,15473,2589,644,Midfielder,0,0,3,8.0
5495,87,179,19,1,2022-12-30T19:45:00Z,0,2,18,23,0,0,0,0,0,0,0,0,0,0,0,5,6.4,17.4,17.0,4.1,0,0.05,0.09,0.14,0.41,48,-11,2603,26,37,Midfielder,0,0,3,1.0
5496,88,179,19,1,2022-12-30T19:45:00Z,0,2,18,58,0,0,0,0,0,0,0,0,0,0,0,6,5.2,4.7,0.0,1.0,1,0.00,0.00,0.00,0.81,48,-1253,135381,3190,4443,Midfielder,0,0,3,4.0
5497,89,179,19,1,2022-12-30T19:45:00Z,0,2,18,32,0,0,0,0,0,0,0,0,0,0,0,4,4.4,7.2,21.0,3.3,0,0.09,0.02,0.11,0.43,53,-970,19243,416,1386,Midfielder,0,0,3,1.0
5498,90,179,19,6,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,0,24,17.0,10.8,2.0,3.0,1,0.00,0.08,0.08,1.24,43,154,6521,331,177,Defender,0,0,3,1.0
5499,92,179,19,7,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,1,30,36.6,20.3,9.0,6.6,1,0.22,0.10,0.32,1.24,44,356,5913,858,502,Defender,0,0,3,1.0
5502,95,179,19,1,2022-12-30T19:45:00Z,0,2,18,58,0,0,0,0,0,0,0,0,0,0,0,5,7.0,2.3,7.0,1.6,1,0.03,0.05,0.08,0.81,58,-6536,195940,10770,17306,Forward,0,0,3,1.0
5504,526,179,19,6,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,0,25,17.6,0.8,0.0,1.8,1,0.00,0.00,0.00,1.24,46,5403,603907,28413,23010,Defender,0,0,3,1.0
5506,595,179,19,6,2022-12-30T19:45:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,0,21,20.4,0.3,0.0,2.1,1,0.00,0.00,0.00,1.24,40,896,102947,4156,3260,Defender,0,0,3,1.0
5507,455,179,4,2,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,4,0,16,30.4,0.0,0.0,3.0,1,0.00,0.00,0.00,1.63,50,2398,141398,6647,4249,Goalkeeper,1,1,3,1.0
5508,456,179,4,1,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,15,11.6,10.9,10.0,3.3,1,0.14,0.06,0.20,1.63,44,-44,7262,85,129,Defender,1,1,3,0.0
5509,457,179,4,1,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,17,17.4,16.6,1.0,3.5,1,0.03,0.06,0.09,1.63,48,8454,187107,15630,7176,Defender,1,1,3,1.0
5510,458,179,4,1,2022-12-30T19:45:00Z,0,2,18,26,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,24.0,2.3,0,0.11,0.00,0.11,0.71,70,4824,165798,9689,4865,Forward,1,1,3,2.0
5513,463,179,4,0,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,1,0,0,0,12,21.6,42.3,2.0,6.6,1,0.00,0.37,0.37,1.63,41,3524,78386,6727,3203,Defender,1,1,3,0.0
5514,464,179,4,2,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,7,12.6,42.3,4.0,5.9,1,0.00,0.15,0.15,1.63,56,15897,110695,18978,3081,Midfielder,1,1,3,7.0
5515,465,179,4,2,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,10,12.8,56.1,61.0,13.0,1,0.28,0.25,0.53,1.63,80,3506,273239,13675,10169,Midfielder,1,1,3,4.0
5516,467,179,4,2,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,12,14.0,15.4,1.0,3.0,1,0.02,0.11,0.13,1.63,48,-6155,390615,5377,11532,Midfielder,1,1,3,2.0
5517,468,179,4,1,2022-12-30T19:45:00Z,0,2,18,8,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.7,0.0,0.1,0,0.00,0.00,0.00,0.00,52,-1505,80489,1184,2689,Midfielder,1,1,3,2.0
5523,545,179,4,1,2022-12-30T19:45:00Z,0,2,18,63,0,0,0,2,0,0,0,0,0,0,0,10,7.8,16.6,49.0,7.3,1,0.13,0.08,0.21,0.92,40,-2649,134558,1462,4111,Defender,1,1,3,0.0
5526,603,179,4,2,2022-12-30T19:45:00Z,0,2,18,81,0,0,0,2,0,0,0,0,0,0,0,20,15.4,36.2,4.0,5.6,1,0.07,0.05,0.12,1.63,59,230,65843,3882,3652,Midfielder,1,1,3,2.0
5528,459,179,4,1,2022-12-30T19:45:00Z,0,2,18,90,0,0,0,2,0,0,0,0,0,0,0,7,8.2,2.5,35.0,4.6,1,0.39,0.05,0.44,1.63,48,969,20329,1472,503,Defender,1,1,3,1.0
5529,79,183,12,5,2023-01-02T17:30:00Z,3,1,19,90,0,1,0,1,0,0,0,0,0,0,0,24,29.4,3.8,19.0,5.2,1,0.07,0.01,0.08,2.03,53,1330,16125,1887,557,Midfielder,1,1,3,6.0
5531,81,183,12,3,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,0,0,4,0,19,26.4,0.1,0.0,2.7,1,0.00,0.01,0.01,2.03,46,23590,754574,38453,14863,Goalkeeper,1,1,3,6.0
5532,83,183,12,1,2023-01-02T17:30:00Z,3,1,19,16,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0.00,0.00,0.00,0.26,42,-3531,491827,20902,24433,Midfielder,1,1,3,4.5
5533,85,183,12,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,0,0,0,0,12,17.4,14.9,0.0,3.2,1,0.00,0.08,0.08,2.03,45,3915,109095,7530,3615,Defender,1,1,3,3.5
5534,86,183,12,2,2023-01-02T17:30:00Z,3,1,19,86,0,0,0,1,0,0,0,0,0,0,0,6,15.4,3.9,9.0,2.8,1,0.03,0.00,0.03,1.90,55,-627,14896,715,1342,Midfielder,1,1,3,4.5
5535,87,183,12,1,2023-01-02T17:30:00Z,3,1,19,3,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.8,0.0,0.3,0,0.00,0.00,0.00,0.13,48,-5,2612,30,35,Midfielder,1,1,3,1.0
5536,88,183,12,5,2023-01-02T17:30:00Z,3,1,19,73,0,1,0,1,0,0,0,0,0,0,0,19,22.8,18.6,18.0,5.9,1,0.05,0.15,0.20,1.77,48,-4464,130895,1215,5679,Midfielder,1,1,3,2.5
5537,89,183,12,8,2023-01-02T17:30:00Z,3,1,19,73,1,0,0,1,0,0,0,0,0,0,1,27,33.4,14.2,23.0,7.1,1,0.18,0.12,0.30,1.77,53,-428,18880,608,1036,Midfielder,1,1,3,1.0
5538,90,183,12,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,0,0,0,0,7,12.0,0.5,2.0,1.5,1,0.00,0.00,0.00,2.03,43,478,7072,744,266,Defender,1,1,3,3.5
5539,92,183,12,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,0,0,0,0,13,46.8,0.3,68.0,11.5,1,0.66,0.00,0.66,2.03,44,1543,7754,2199,656,Defender,1,1,3,4.0
5542,95,183,12,12,2023-01-02T17:30:00Z,3,1,19,87,1,1,0,1,0,0,0,0,0,0,3,37,38.2,28.6,41.0,10.8,1,1.02,0.04,1.06,1.90,58,-5584,190798,12205,17789,Forward,1,1,3,1.0
5544,526,183,12,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,0,0,0,0,10,21.8,0.1,2.0,2.4,1,0.00,0.00,0.00,2.03,46,34393,639581,52803,18410,Defender,1,1,3,3.5
5546,595,183,12,1,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,1,0,0,0,1,0,0,0,4,6.4,0.2,0.0,0.7,1,0.51,0.00,0.51,2.03,40,4751,108135,7328,2577,Defender,1,1,3,3.5
5549,276,183,4,1,2023-01-02T17:30:00Z,3,1,19,45,0,0,0,1,0,0,0,0,0,0,0,9,7.4,2.0,4.0,1.3,0,0.00,0.04,0.04,0.53,59,2589,96341,5680,3091,Defender,0,0,4,2.0
5550,277,183,4,1,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,0,0,0,1,0,0,0,9,12.0,17.3,16.0,4.5,1,0.16,0.31,0.47,1.97,52,-496,85056,2922,3418,Midfielder,0,0,4,2.0
5551,278,183,4,9,2023-01-02T17:30:00Z,3,1,19,82,1,0,0,2,0,0,0,0,0,0,2,29,44.2,24.2,38.0,10.6,1,0.32,0.12,0.44,1.44,49,-37,1972,301,338,Midfielder,0,0,4,2.0
5553,280,183,4,0,2023-01-02T17:30:00Z,3,1,19,45,0,0,0,2,0,0,0,0,0,0,0,9,4.8,1.6,0.0,0.6,1,0.00,0.01,0.01,1.44,65,41069,1611627,67506,26437,Defender,0,0,4,5.5
5554,281,183,4,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,0,0,0,0,0,5,0,19,33.6,0.0,0.0,3.4,1,0.00,0.00,0.00,1.97,55,-22570,1714912,22901,45471,Goalkeeper,0,0,4,2.5
5555,282,183,4,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,0,0,0,0,0,0,0,16,15.6,7.8,7.0,3.0,1,0.01,0.03,0.04,1.97,53,-1350,91672,579,1929,Midfielder,0,0,4,1.0
5556,283,183,4,2,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,0,0,0,0,0,0,0,12,6.2,32.2,28.0,6.6,1,0.05,0.45,0.50,1.97,129,62191,3862989,137388,75197,Midfielder,0,0,4,7.0
5557,284,183,4,1,2023-01-02T17:30:00Z,3,1,19,45,0,0,0,1,0,0,0,0,0,0,0,8,9.8,4.8,6.0,2.1,0,0.00,0.01,0.01,0.53,69,-111611,613996,11639,123250,Defender,0,0,4,5.0
5558,285,183,4,5,2023-01-02T17:30:00Z,3,1,19,90,0,1,0,3,0,0,0,0,0,0,1,27,37.8,44.5,10.0,9.2,1,0.00,0.28,0.28,1.97,72,137025,1939975,151064,14039,Defender,0,0,4,5.0
5561,290,183,4,-1,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,1,0,0,0,0,0,0,7,0.0,3.3,26.0,2.8,1,0.15,0.08,0.23,1.97,48,234,51051,3194,2960,Defender,0,0,4,0.0
5562,291,183,4,1,2023-01-02T17:30:00Z,3,1,19,7,0,0,0,1,0,0,0,0,0,0,0,2,1.4,1.8,4.0,0.7,0,0.00,0.01,0.01,0.53,49,-36,1373,2,38,Midfielder,0,0,4,0.0
5563,292,183,4,0,2023-01-02T17:30:00Z,3,1,19,45,0,0,0,2,0,0,0,0,0,0,0,5,19.0,30.8,54.0,10.4,1,0.40,0.18,0.58,1.44,45,6164,39318,7983,1819,Defender,0,0,4,0.5
5565,294,183,4,0,2023-01-02T17:30:00Z,3,1,19,45,0,0,0,2,0,0,0,1,0,0,0,9,7.2,32.5,4.0,4.4,1,0.00,0.24,0.24,1.44,50,-8962,75428,369,9331,Midfielder,0,0,4,1.5
5567,297,183,4,1,2023-01-02T17:30:00Z,3,1,19,90,0,0,0,3,0,0,0,1,0,0,0,-4,0.4,2.3,68.0,7.1,1,0.80,0.01,0.81,1.97,90,-113998,1728272,91400,205398,Forward,0,0,4,3.5
5572,79,205,11,3,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,14,14.8,12.6,0.0,2.7,1,0.00,0.07,0.07,0.50,53,-1344,22533,1287,2631,Midfielder,0,0,3,5.0
5573,80,205,11,1,2023-01-22T14:00:00Z,0,0,21,90,0,0,1,0,0,0,0,1,0,0,0,-5,0.0,3.3,11.0,1.0,1,0.14,0.01,0.15,0.50,76,952339,3263529,977376,25037,Forward,0,0,3,6.5
